image_name|comment_number|comment|Translated Comment
4643835607.jpg|0|A man in a brown coat looks into a telescope with others in the background do the same .|Браун дээлэн эр хүн арын дэвсгэр дээр бусадтай харьцуулахад телескоп руу хардаг.
4643839937.jpg|0|A man surrounded by a group of people is looking at the moon through a telescope .|Бүлгийн хүрээлэгдсэн хүн саран дээр хүрээлж буй саран руу хардаг.
4643898249.jpg|0|A small crowd of people , float in a small motor-powered boat , flying a French flag attached at the rear of the craft .|Жижигхэн олон хүн, жижиг мотортой усан онгоцонд хөвж, гар урлалын арын хэсэгт франц туг руу хөвдөг.
4643997206.jpg|0|A man in a green shirt and a white hat fishes while standing on a rock overlooking a body of water with two boats on it .|Нүдний ногоон цамц, цагаан малгай загас дээр хоёр усан онгоцоор зогсож байсан хадан дээр байдаг.
4644327815.jpg|0|Several people mill around a sidewalk in front of a building looking as police put up crime scene tape .|Хичээлийн урд талын явган хүний урд талын явган хүний урд цагдаагийн газар
4644341405.jpg|0|Red cross workers and emergency personnel stand next to a wrecked black automobile .|Улаан загалмайн ажилчид, яаралтай тусламжийн ажилтнууд эвдэрсэн хар автомашины хажууд зогсож байна.
4644353803.jpg|0|A firefighter in Mexico is standing holding a fire hose .|Мексикт гал сөнөөгч галын хоолой барьж байна.
4644598327.jpg|0|Two men a standing with their children on their shoulders .|Хоёр эрэгтэй хүүхдүүдээ мөрөн дээрээ зогсож байв.
4644613185.jpg|0|A bearded man wearing a black cap , a black short-sleeve shirt , and blue pants is carrying a bag with a Union Jack pattern and walking past the Mooch Art art gallery in Manchester , Great Britain .|Хар Богино малгай өмссөн, хар богино ханцуйтай цамц, цэнхэр өмд, цэнхэр өмд нь Manchester-д Manchester, Manchester-д MOOCHER ARTERY GLACKER-тэй хамт цүнслэж, Мэнчестерийн урлагийн уран зургийн галерейг нэгтгэж, Их Британитай хамт цүнхээ аваад явдаг.
4644618443.jpg|0|A guy and girl sitting in a some type of center area in a public place outside a big building .|Том байшингийн гадна олон нийтийн газар олон нийтийн төв хэсэгт байрладаг залуу, охин.
4644628615.jpg|0|Several people are crossing on an overhead walkway , while one man is sitting on a white bench in a park beneath the walkway .|Хэд хэдэн хүн давхцаж буй явган замаар явж байгаа бол нэг хүн явган хүний зам дээр паркад цагаан вандан сандал дээр сууж байхад.
4644932044.jpg|0|A crowd of people have witnessed a car accident involving two vehicles , a red car and a blue car .|Олон хүн олон хүн автомашин, улаан машин, цэнхэр машин, цэнхэр машинтай автомашины ослыг гэрчилжээ.
4644961410.jpg|0|A group of police , firemen , and men wearing a red cross on their clothes stand outside of a black car .|Цагдаа, гал сөнөөгчид, гал сөнөөгчид, гал сөнөөгчид хар машинаас гадна зогсож байдаг.
4644966192.jpg|0|A man in a hat and shorts is raising an axe above his head and standing near a wooden structure .|Малгай, шорт, шорт нь толгойноос дээш сүхийг дээшлүүлж, модон бүтцийн ойролцоо зогсож байна.
4644979500.jpg|0|A group of firefighters and other workers attempts to push a red car that has been flipped back onto its wheels .|Гал сөнөөгчид болон бусад ажилчид болон бусад ажилчдын бүлэг нь дугуйг дугуйгаараа эргүүлэв.
464506846.jpg|0|a black dog is running across a grassy field in front of some bushes .|Хар нохой зарим бутны өмнө өвслөг талбай дээгүүр гүйж байна.
4645120146.jpg|0|"A man wearing long sleeves and a baseball cap walks along the sidewalk between a parked car and a store that advertises "" Real Meat Real Butcher "" ."|Урт ханцуй өмсөж, зогсож, бейсболын малгай нь зогсож, бейсболын замаар явган хүний зам дагуу явган хүний зам дагуу явдаг.
4645218108.jpg|0|On his way to work the man in black realizes there 's a camera watching him .|Түүнээс доошоо эр хүн ажиллаж байгаагаа хараад түүнийг харж байна.
4645242031.jpg|0|A man sits on top of a ladder on a street in front of the Cafe Dante .|Нэгэн хүн кафе Дантегийн урд гудамжинд шатаар сууж байна.
464527562.jpg|0|A brown dog has its eyes closed and a purple Frisbee in its mouth .|Браун нохой нь түүний нүдэнд нүдээ аниад
4645332265.jpg|0|A man in a red shirt is sitting at his desk with one leg on the desk , using a computer with two screens set up side by side .|Улаан цамцтай хүн ширээн дээр нэг хөл дээрээ ширээн дээр сууж, хоёр дэлгэцээр тохирч байна.
464542381.jpg|0|Senior citizens sitting on wooden chairs on a walkway and one is reading a newspaper .|Ахмад настнууд алхаж буй модон сандал дээр сууж, нэг нь сонин уншиж байна.
4645546686.jpg|0|Two women , one wearing a blue and white striped shirt and the other holding a brown coat , are standing in a field with two dogs .|Хоёр эмэгтэй, цэнхэр, цагаан судалтай цамц өмссөн, нөгөө нь хүрэн цув өмсдөг, нөгөө нь хүрэн хүрэмтэй, нөгөө нь хоёр нохойтой талбайд зогсож байна.
4645676225.jpg|0|A person wearing a big hat and yellow boots is sweeping the road after the rains .|Том малгай, шар гутал өмссөн хүн бороо орсны дараа замыг шүүрдэж байна.
4645706851.jpg|0|A man with glasses plays with a little girl while walking down the street , while an Asian woman walks ahead of them .|Нүдний шилтэй хүн гудамжаар алхаж байхдаа жаахан охинтой тоглодог, ази эмэгтэй тэдний өмнө алхаж байхдаа.
4645721437.jpg|0|A man dressed in a vest is holding a binder and walking across the street .|Нэг биелэгдэнэ өмссөн эр хүн биндэрт хувцаслаж, гудамжаар алхаж байна.
